==Items==
Type:LiPo  	Cells:2S  	Mode:Cycle  	DMode:Inter 	CC:1000mA 	CV:4180mV 
DC:1000mA  	DV:3200mV  	PeakV:5mV  	Cyc:5  	Waste:5Min  	InMax:49V  	eLoad:30W
==Data==
Time(h/m/s) 	Vin(mv)  	Iin(mA) 	Power-in(W) 	Vout(mv)  	Iout(mA)  	Power-ch(W) 	Capa(mah)  	inTmp(C)  	exttmp(C)   	B1(mv)  	B2(mv)  	B3(mv)  	B4(mv)  	B5(mv)  	B6(mv)  	B7(mv)  	B8(mv)
0:27:8  	20041 	219 	1 	8360 	211 	1 	186 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:9  	20041 	219 	1 	8359 	218 	1 	186 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:10  	20040 	219 	1 	8358 	213 	1 	186 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:11  	20042 	219 	1 	8358 	212 	1 	186 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:12  	20042 	219 	1 	8359 	217 	1 	186 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:13  	20040 	219 	1 	8365 	213 	1 	187 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:14  	20040 	219 	1 	8359 	216 	1 	187 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:15  	20041 	219 	1 	8359 	216 	1 	187 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:16  	20041 	219 	1 	8358 	213 	1 	187 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:17  	20041 	219 	1 	8359 	213 	1 	187 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:18  	20041 	219 	1 	8359 	215 	1 	187 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:19  	20040 	219 	1 	8359 	211 	1 	187 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:20  	20041 	219 	1 	8359 	209 	1 	187 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:21  	20041 	219 	1 	8360 	216 	1 	187 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:22  	20043 	219 	1 	8359 	212 	1 	187 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:23  	20041 	219 	1 	8359 	215 	1 	187 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:24  	20041 	219 	1 	8359 	215 	1 	187 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:25  	20042 	219 	1 	8360 	213 	1 	187 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:27  	20041 	219 	1 	8363 	214 	1 	187 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:28  	20042 	219 	1 	8360 	216 	1 	187 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:29  	20041 	219 	1 	8364 	214 	1 	187 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:30  	20042 	219 	1 	8359 	208 	1 	188 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:31  	20041 	219 	1 	8359 	207 	1 	188 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:32  	20041 	219 	1 	8359 	209 	1 	188 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:33  	20042 	219 	1 	8360 	209 	1 	188 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:34  	20041 	224 	1 	8361 	211 	1 	188 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:35  	20041 	219 	1 	8366 	213 	1 	188 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:36  	20042 	219 	1 	8361 	208 	1 	188 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:37  	20041 	219 	1 	8359 	214 	1 	188 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:38  	20040 	219 	1 	8359 	212 	1 	188 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:39  	20042 	219 	1 	8360 	214 	1 	188 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:40  	20042 	219 	1 	8359 	211 	1 	188 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:41  	20041 	219 	1 	8365 	210 	1 	188 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:42  	20043 	219 	1 	8359 	215 	1 	188 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:43  	20042 	219 	1 	8359 	208 	1 	188 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:44  	20042 	219 	1 	8360 	210 	1 	188 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:45  	20041 	219 	1 	8360 	210 	1 	188 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:46  	20042 	219 	1 	8359 	210 	1 	188 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:47  	20043 	219 	1 	8360 	212 	1 	189 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:48  	20043 	219 	1 	8360 	212 	1 	189 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:49  	20042 	219 	1 	8359 	211 	1 	189 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:50  	20041 	219 	1 	8360 	207 	1 	189 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:51  	20042 	219 	1 	8361 	207 	1 	189 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:52  	20041 	219 	1 	8359 	211 	1 	189 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:53  	20041 	219 	1 	8360 	208 	1 	189 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:54  	20042 	219 	1 	8360 	209 	1 	189 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:55  	20041 	219 	1 	8360 	209 	1 	189 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:56  	20042 	219 	1 	8359 	211 	1 	189 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:57  	20042 	219 	1 	8359 	208 	1 	189 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:58  	20043 	219 	1 	8361 	210 	1 	189 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:27:59  	20043 	219 	1 	8359 	214 	1 	189 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:0  	20042 	219 	1 	8365 	205 	1 	189 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:1  	20042 	219 	1 	8359 	211 	1 	189 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:2  	20042 	219 	1 	8359 	210 	1 	189 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:3  	20042 	219 	1 	8359 	204 	1 	189 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:4  	20043 	219 	1 	8361 	212 	1 	190 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:5  	20043 	219 	1 	8363 	209 	1 	190 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:6  	20041 	219 	1 	8360 	209 	1 	190 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:8  	20042 	219 	1 	8360 	205 	1 	190 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:9  	20043 	219 	1 	8359 	200 	1 	190 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:10  	20043 	219 	1 	8365 	209 	1 	190 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:11  	20043 	219 	1 	8359 	209 	1 	190 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:12  	20042 	219 	1 	8360 	206 	1 	190 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:13  	20042 	219 	1 	8359 	209 	1 	190 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:14  	20042 	219 	1 	8359 	204 	1 	190 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:15  	20042 	219 	1 	8359 	205 	1 	190 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:16  	20042 	219 	1 	8359 	203 	1 	190 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:17  	20043 	219 	1 	8359 	205 	1 	190 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:18  	20040 	219 	1 	8360 	205 	1 	190 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:19  	20041 	219 	1 	8363 	203 	1 	190 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:20  	20040 	219 	1 	8359 	206 	1 	190 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:21  	20043 	219 	1 	8361 	207 	1 	190 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:22  	20043 	219 	1 	8360 	207 	1 	191 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:23  	20042 	219 	1 	8359 	204 	1 	191 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:24  	20042 	219 	1 	8359 	203 	1 	191 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:25  	20042 	219 	1 	8360 	204 	1 	191 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:26  	20041 	219 	1 	8360 	207 	1 	191 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:27  	20043 	219 	1 	8360 	204 	1 	191 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:28  	20043 	219 	1 	8361 	204 	1 	191 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:29  	20043 	219 	1 	8360 	205 	1 	191 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:30  	20043 	219 	1 	8359 	203 	1 	191 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:31  	20043 	219 	1 	8359 	198 	1 	191 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:32  	20044 	219 	1 	8362 	199 	1 	191 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:33  	20043 	219 	1 	8361 	202 	1 	191 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:34  	20043 	219 	1 	8364 	201 	1 	191 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:35  	20043 	219 	1 	8360 	201 	1 	191 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:36  	20042 	219 	1 	8361 	203 	1 	191 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:37  	20043 	219 	1 	8361 	208 	1 	191 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:38  	20042 	219 	1 	8361 	203 	1 	191 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:39  	20043 	219 	1 	8359 	199 	1 	192 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:40  	20042 	219 	1 	8361 	205 	1 	192 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:41  	20041 	219 	1 	8359 	205 	1 	192 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:42  	20042 	219 	1 	8363 	203 	1 	192 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:43  	20043 	219 	1 	8360 	203 	1 	192 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:44  	20042 	219 	1 	8359 	199 	1 	192 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:45  	20041 	219 	1 	8361 	200 	1 	192 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:47  	20043 	219 	1 	8360 	202 	1 	192 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:48  	20042 	219 	1 	8359 	200 	1 	192 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:49  	20045 	219 	1 	8361 	200 	1 	192 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:50  	20043 	219 	1 	8361 	201 	1 	192 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:51  	20042 	219 	1 	8361 	204 	1 	192 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:52  	20043 	219 	1 	8359 	204 	1 	192 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:53  	20042 	219 	1 	8360 	204 	1 	192 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:54  	20041 	219 	1 	8359 	199 	1 	192 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:55  	20042 	219 	1 	8361 	198 	1 	192 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:56  	20042 	219 	1 	8359 	201 	1 	192 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:57  	20041 	219 	1 	8359 	195 	1 	193 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:58  	20043 	219 	1 	8360 	203 	1 	193 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:28:59  	20042 	219 	1 	8359 	199 	1 	193 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:0  	20043 	219 	1 	8361 	200 	1 	193 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:1  	20043 	219 	1 	8362 	198 	1 	193 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:2  	20043 	219 	1 	8359 	201 	1 	193 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:3  	20041 	219 	1 	8359 	195 	1 	193 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:4  	20042 	219 	1 	8360 	197 	1 	193 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:5  	20042 	219 	1 	8359 	201 	1 	193 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:6  	20044 	219 	1 	8360 	202 	1 	193 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:7  	20041 	219 	1 	8363 	217 	1 	193 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:8  	20041 	219 	1 	8360 	202 	1 	193 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:9  	20043 	219 	1 	8359 	199 	1 	193 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:10  	20042 	219 	1 	8359 	202 	1 	193 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:11  	20040 	219 	1 	8359 	202 	1 	193 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:12  	20041 	219 	1 	8359 	198 	1 	193 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:13  	20042 	219 	1 	8358 	201 	1 	193 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:14  	20043 	219 	1 	8359 	200 	1 	193 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:15  	20041 	219 	1 	8358 	200 	1 	194 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:16  	20042 	219 	1 	8359 	199 	1 	194 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:17  	20040 	219 	1 	8360 	201 	1 	194 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:18  	20042 	219 	1 	8361 	199 	1 	194 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:19  	20043 	219 	1 	8360 	196 	1 	194 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:20  	20042 	219 	1 	8360 	196 	1 	194 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:21  	20043 	219 	1 	8360 	201 	1 	194 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:23  	20043 	219 	1 	8360 	206 	1 	194 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:24  	20043 	219 	1 	8360 	202 	1 	194 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:25  	20042 	219 	1 	8359 	196 	1 	194 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:26  	20042 	219 	1 	8364 	200 	1 	194 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:27  	20043 	219 	1 	8359 	202 	1 	194 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:28  	20043 	219 	1 	8359 	202 	1 	194 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:29  	20041 	219 	1 	8360 	199 	1 	194 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:30  	20043 	219 	1 	8359 	202 	1 	194 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:31  	20043 	219 	1 	8363 	195 	1 	194 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:32  	20042 	219 	1 	8360 	194 	1 	194 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:33  	20043 	219 	1 	8360 	201 	1 	195 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:34  	20043 	219 	1 	8360 	195 	1 	195 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:35  	20041 	219 	1 	8358 	197 	1 	195 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:36  	20043 	219 	1 	8362 	198 	1 	195 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:37  	20043 	219 	1 	8360 	205 	1 	195 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:38  	20042 	219 	1 	8360 	199 	1 	195 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:39  	20042 	219 	1 	8359 	196 	1 	195 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:40  	20043 	219 	1 	8359 	199 	1 	195 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:41  	20041 	219 	1 	8359 	197 	1 	195 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:42  	20042 	219 	1 	8359 	193 	1 	195 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:43  	20042 	219 	1 	8361 	195 	1 	195 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:44  	20043 	219 	1 	8359 	198 	1 	195 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:45  	20043 	219 	1 	8359 	200 	1 	195 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:46  	20043 	219 	1 	8359 	199 	1 	195 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:47  	20043 	219 	1 	8356 	189 	1 	195 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:48  	20042 	219 	1 	8359 	194 	1 	195 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:49  	20042 	219 	1 	8361 	197 	1 	195 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:50  	20042 	219 	1 	8359 	196 	1 	195 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:51  	20042 	219 	1 	8359 	196 	1 	196 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:52  	20043 	219 	1 	8360 	198 	1 	196 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:53  	20043 	219 	1 	8358 	195 	1 	196 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:54  	20043 	219 	1 	8360 	201 	1 	196 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:55  	20043 	219 	1 	8360 	199 	1 	196 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:56  	20042 	218 	1 	8360 	195 	1 	196 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:57  	20042 	219 	1 	8359 	197 	1 	196 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:58  	20043 	219 	1 	8361 	196 	1 	196 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:29:59  	20042 	219 	1 	8361 	200 	1 	196 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:30:0  	20042 	219 	1 	8361 	202 	1 	196 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:30:1  	20043 	219 	1 	8360 	198 	1 	196 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:30:2  	20041 	219 	1 	8359 	199 	1 	196 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:30:4  	20041 	219 	1 	8358 	203 	1 	196 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:30:5  	20043 	219 	1 	8360 	196 	1 	196 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:30:6  	20043 	219 	1 	8359 	196 	1 	196 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:30:7  	20043 	219 	1 	8360 	198 	1 	196 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:30:8  	20043 	219 	1 	8359 	196 	1 	196 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:30:9  	20043 	219 	1 	8358 	193 	1 	196 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:30:10  	20043 	219 	1 	8359 	194 	1 	197 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:30:11  	20042 	215 	1 	8359 	191 	1 	197 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
==End==
Capacity:166mAh
IntRes1-8S(mou):	 0  	 0  	 0  	0  	0  	0  	0  	0  	0
==Error==
: NO ERROR
