==Items==
Type:LiPo  	Cells:2S  	Mode:Cycle  	DMode:Inter 	CC:1000mA 	CV:4180mV 
DC:1000mA  	DV:3200mV  	PeakV:5mV  	Cyc:5  	Waste:5Min  	InMax:49V  	eLoad:30W
==Data==
Time(h/m/s) 	Vin(mv)  	Iin(mA) 	Power-in(W) 	Vout(mv)  	Iout(mA)  	Power-ch(W) 	Capa(mah)  	inTmp(C)  	exttmp(C)   	B1(mv)  	B2(mv)  	B3(mv)  	B4(mv)  	B5(mv)  	B6(mv)  	B7(mv)  	B8(mv)
0:2:51  	19998 	480 	7 	7358 	1000 	7 	47 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:2:53  	19997 	512 	7 	7357 	1006 	7 	47 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:2:54  	19998 	476 	7 	7360 	999 	7 	47 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:2:55  	19997 	496 	7 	7362 	1002 	7 	48 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:2:56  	19994 	510 	7 	7363 	1007 	7 	48 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:2:57  	19998 	485 	7 	7362 	1001 	7 	48 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:2:58  	19996 	479 	7 	7364 	1000 	7 	48 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:2:59  	19997 	485 	7 	7364 	1004 	7 	49 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:0  	19998 	476 	7 	7365 	1002 	7 	49 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:1  	19998 	483 	7 	7366 	1005 	7 	49 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:2  	19995 	490 	7 	7366 	999 	7 	50 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:3  	19995 	480 	7 	7365 	1002 	7 	50 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:4  	19998 	496 	7 	7366 	1001 	7 	50 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:5  	19997 	477 	7 	7368 	1000 	7 	50 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:6  	19998 	477 	7 	7369 	1003 	7 	51 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:7  	19996 	476 	7 	7371 	1002 	7 	51 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:8  	19997 	481 	7 	7370 	999 	7 	51 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:9  	19997 	476 	7 	7370 	1002 	7 	52 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:10  	19999 	512 	7 	7370 	1004 	7 	52 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:11  	19994 	511 	7 	7373 	999 	7 	52 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:12  	19997 	498 	7 	7371 	1000 	7 	52 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:13  	19996 	497 	7 	7371 	1001 	7 	53 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:14  	19998 	508 	7 	7372 	1002 	7 	53 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:15  	19998 	511 	7 	7373 	1007 	7 	53 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:16  	19995 	497 	7 	7377 	999 	7 	54 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:18  	19996 	512 	7 	7373 	998 	7 	54 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:19  	19996 	480 	7 	7373 	1001 	7 	54 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:20  	19997 	512 	7 	7377 	1002 	7 	54 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:21  	19995 	512 	7 	7376 	1001 	7 	55 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:22  	19998 	512 	7 	7375 	1003 	7 	55 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:23  	19997 	512 	7 	7378 	1002 	7 	55 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:24  	19997 	511 	7 	7377 	1000 	7 	56 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:25  	19998 	512 	7 	7379 	997 	7 	56 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:26  	19997 	512 	7 	7379 	1001 	7 	56 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:27  	19997 	508 	7 	7379 	1002 	7 	56 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:28  	19998 	498 	7 	7379 	1003 	7 	57 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:29  	19997 	512 	7 	7380 	1001 	7 	57 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:30  	19997 	485 	7 	7379 	1004 	7 	57 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:31  	19998 	512 	7 	7380 	1002 	7 	58 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:32  	19995 	512 	7 	7382 	1001 	7 	58 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:33  	19999 	512 	7 	7382 	1002 	7 	58 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:34  	19998 	512 	7 	7382 	1002 	7 	58 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:35  	19997 	512 	7 	7381 	1000 	7 	59 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:36  	19998 	508 	7 	7382 	1001 	7 	59 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:37  	19997 	511 	7 	7384 	1002 	7 	59 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:38  	19998 	507 	7 	7384 	1004 	7 	60 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:39  	19998 	512 	7 	7385 	1001 	7 	60 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:40  	19998 	504 	7 	7384 	1003 	7 	60 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:41  	19997 	494 	7 	7385 	999 	7 	60 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:43  	19997 	506 	7 	7387 	999 	7 	61 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:44  	19998 	512 	7 	7387 	1003 	7 	61 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:45  	19999 	512 	7 	7387 	1000 	7 	61 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:46  	19998 	512 	7 	7387 	999 	7 	62 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:47  	19997 	512 	7 	7388 	1001 	7 	62 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:48  	19997 	512 	7 	7387 	1002 	7 	62 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:49  	19996 	512 	7 	7387 	1001 	7 	62 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:50  	19996 	512 	7 	7390 	1000 	7 	63 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:51  	19998 	512 	7 	7389 	1000 	7 	63 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:52  	19996 	498 	7 	7390 	1003 	7 	63 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:53  	19996 	512 	7 	7389 	1007 	7 	64 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:54  	19997 	512 	7 	7390 	1001 	7 	64 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:55  	19999 	512 	7 	7391 	1001 	7 	64 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:56  	19997 	512 	7 	7392 	1002 	7 	64 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:57  	19997 	512 	7 	7393 	998 	7 	65 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:58  	19996 	512 	7 	7393 	1002 	7 	65 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:3:59  	19996 	508 	7 	7393 	999 	7 	65 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:0  	19997 	512 	7 	7393 	1000 	7 	66 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:1  	19998 	508 	7 	7394 	1004 	7 	66 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:2  	19996 	512 	7 	7394 	1002 	7 	66 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:3  	19996 	512 	7 	7395 	1002 	7 	67 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:4  	19999 	512 	7 	7395 	1002 	7 	67 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:6  	19998 	512 	7 	7396 	1001 	7 	67 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:7  	19997 	512 	7 	7396 	1002 	7 	67 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:8  	19998 	507 	7 	7400 	999 	7 	68 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:9  	19997 	512 	7 	7397 	1000 	7 	68 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:10  	19998 	512 	7 	7398 	1004 	7 	68 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:11  	19996 	511 	7 	7399 	999 	7 	69 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:12  	19997 	511 	7 	7399 	1002 	7 	69 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:13  	20000 	503 	7 	7400 	1003 	7 	69 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:14  	19998 	512 	7 	7400 	1002 	7 	69 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:15  	19995 	509 	7 	7400 	1003 	7 	70 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:16  	19997 	512 	7 	7400 	1002 	7 	70 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:17  	19997 	512 	7 	7404 	1004 	7 	70 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:18  	19997 	512 	7 	7400 	996 	7 	71 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:19  	19997 	512 	7 	7402 	1003 	7 	71 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:20  	19997 	498 	7 	7401 	1007 	7 	71 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:21  	19998 	506 	7 	7402 	1003 	7 	71 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:22  	19995 	512 	7 	7403 	1003 	7 	72 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:23  	19996 	512 	7 	7405 	1001 	7 	72 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:24  	19996 	512 	7 	7404 	1003 	7 	72 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:25  	19997 	512 	7 	7404 	998 	7 	73 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:26  	19999 	512 	7 	7404 	1001 	7 	73 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:27  	19996 	507 	7 	7406 	1008 	7 	73 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:28  	19997 	512 	7 	7406 	1001 	7 	73 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:29  	19996 	512 	7 	7406 	998 	7 	74 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:30  	19999 	512 	7 	7408 	1005 	7 	74 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:32  	19997 	512 	7 	7407 	997 	7 	74 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:33  	19997 	512 	7 	7407 	1001 	7 	75 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:34  	19998 	512 	7 	7408 	1003 	7 	75 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:35  	19995 	512 	7 	7408 	999 	7 	75 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:36  	19998 	512 	7 	7410 	1003 	7 	75 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:37  	19996 	512 	7 	7407 	1002 	7 	76 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:38  	19996 	507 	7 	7406 	1000 	7 	76 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:39  	19996 	512 	7 	7410 	1000 	7 	76 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:40  	19997 	512 	7 	7411 	1004 	7 	77 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:41  	19997 	512 	7 	7411 	1002 	7 	77 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:42  	19997 	512 	7 	7412 	1002 	7 	77 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:43  	19997 	512 	7 	7411 	1001 	7 	77 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:44  	19999 	512 	7 	7412 	1002 	7 	78 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:45  	19998 	512 	7 	7413 	1004 	7 	78 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:46  	19997 	512 	7 	7413 	1002 	7 	78 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:47  	19996 	512 	7 	7414 	1000 	7 	79 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:48  	19998 	508 	7 	7414 	1003 	7 	79 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:49  	19994 	512 	7 	7414 	999 	7 	79 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:50  	19998 	512 	7 	7414 	1005 	7 	79 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:51  	19995 	512 	7 	7415 	1001 	7 	80 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:52  	19996 	511 	7 	7416 	1003 	7 	80 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:53  	19995 	512 	7 	7411 	1012 	7 	80 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:54  	19996 	512 	7 	7412 	1003 	7 	81 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:56  	19996 	512 	7 	7417 	1001 	7 	81 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:57  	19997 	512 	7 	7416 	1001 	7 	81 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:58  	19998 	512 	7 	7417 	1001 	7 	81 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:4:59  	19998 	512 	7 	7418 	1000 	7 	82 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:0  	19996 	512 	7 	7417 	999 	7 	82 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:1  	19998 	512 	7 	7418 	1000 	7 	82 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:2  	19996 	512 	7 	7419 	999 	7 	83 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:3  	19997 	512 	7 	7419 	1001 	7 	83 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:4  	19996 	512 	7 	7420 	1001 	7 	83 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:5  	19995 	512 	7 	7419 	998 	7 	83 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:6  	19997 	512 	7 	7420 	1000 	7 	84 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:7  	19998 	512 	7 	7420 	998 	7 	84 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:8  	19996 	511 	7 	7421 	1001 	7 	84 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:9  	19998 	512 	7 	7422 	1002 	7 	85 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:10  	19996 	512 	7 	7422 	1005 	7 	85 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:11  	19997 	501 	7 	7420 	1003 	7 	85 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:12  	19994 	512 	7 	7422 	1003 	7 	86 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:13  	19997 	512 	7 	7423 	1003 	7 	86 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:14  	19998 	512 	7 	7423 	1002 	7 	86 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:15  	19998 	512 	7 	7427 	1000 	7 	86 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:16  	19999 	508 	7 	7425 	1001 	7 	87 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:17  	19996 	512 	7 	7424 	999 	7 	87 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:18  	19996 	485 	7 	7428 	1001 	7 	87 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:19  	19997 	511 	7 	7425 	1005 	7 	88 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:20  	19996 	512 	7 	7428 	1004 	7 	88 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:22  	19997 	512 	7 	7427 	1003 	7 	88 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:23  	19995 	512 	7 	7427 	1001 	7 	88 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:24  	19996 	512 	7 	7427 	1000 	7 	89 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:25  	19996 	512 	7 	7428 	1003 	7 	89 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:26  	19997 	512 	7 	7427 	1003 	7 	89 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:27  	19996 	512 	7 	7428 	1001 	7 	90 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:28  	19997 	512 	7 	7428 	1003 	7 	90 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:29  	19997 	512 	7 	7428 	1001 	7 	90 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:30  	19997 	512 	7 	7430 	1001 	7 	90 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:31  	19997 	512 	7 	7430 	1004 	7 	91 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:32  	19998 	512 	7 	7431 	1001 	7 	91 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:33  	19997 	512 	7 	7430 	1000 	7 	91 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:34  	19997 	512 	7 	7434 	999 	7 	92 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:35  	19997 	512 	7 	7432 	1002 	7 	92 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:36  	19997 	512 	7 	7432 	997 	7 	92 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:37  	19999 	512 	7 	7433 	1001 	7 	92 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:38  	19995 	512 	7 	7434 	999 	7 	93 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:39  	19997 	512 	7 	7433 	1003 	7 	93 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:40  	19997 	512 	7 	7434 	1003 	7 	93 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:41  	19996 	512 	7 	7434 	1003 	7 	94 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:42  	19996 	512 	7 	7434 	1000 	7 	94 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:43  	19996 	512 	7 	7433 	1004 	7 	94 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:44  	19998 	512 	7 	7433 	1003 	7 	94 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:45  	19997 	512 	7 	7435 	1002 	7 	95 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:47  	19995 	512 	7 	7436 	999 	7 	95 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:48  	19998 	512 	7 	7438 	1003 	7 	95 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:49  	19996 	512 	7 	7437 	1004 	7 	96 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:50  	19996 	512 	7 	7438 	1003 	7 	96 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:51  	19996 	512 	7 	7437 	997 	7 	96 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:52  	19997 	512 	7 	7438 	1001 	7 	96 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:53  	19997 	512 	7 	7439 	1002 	7 	97 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:54  	19996 	510 	7 	7436 	1009 	7 	97 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:55  	19998 	512 	7 	7439 	1002 	7 	97 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:56  	19996 	512 	7 	7441 	998 	7 	98 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:57  	19996 	512 	7 	7439 	1001 	7 	98 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:58  	19996 	512 	7 	7439 	1001 	7 	98 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:5:59  	19997 	512 	7 	7442 	1003 	7 	98 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:0  	19995 	512 	7 	7441 	1005 	7 	99 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:1  	19997 	512 	7 	7441 	1001 	7 	99 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:2  	19995 	512 	7 	7441 	1001 	7 	99 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:3  	19998 	512 	7 	7442 	1002 	7 	100 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:4  	19996 	512 	7 	7442 	1000 	7 	100 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:5  	19997 	512 	7 	7444 	1004 	7 	100 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:6  	19997 	512 	7 	7446 	1000 	7 	100 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:7  	19997 	512 	7 	7443 	1000 	7 	101 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:8  	19999 	512 	7 	7448 	1003 	7 	101 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:9  	19997 	512 	7 	7445 	999 	7 	101 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:10  	19998 	512 	7 	7446 	1003 	7 	102 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:11  	19997 	512 	7 	7446 	1003 	7 	102 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:13  	19995 	512 	7 	7446 	1001 	7 	102 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:14  	19998 	512 	7 	7449 	1003 	7 	102 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:15  	19996 	512 	7 	7448 	996 	7 	103 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:16  	19998 	512 	7 	7448 	1004 	7 	103 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:17  	19996 	512 	7 	7449 	1000 	7 	103 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:18  	19996 	512 	7 	7449 	1002 	7 	104 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:19  	19995 	512 	7 	7449 	1001 	7 	104 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:20  	19997 	512 	7 	7448 	1003 	7 	104 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:21  	19996 	512 	7 	7449 	998 	7 	104 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:22  	19996 	512 	7 	7450 	999 	7 	105 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:23  	19997 	512 	7 	7451 	1001 	7 	105 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:24  	19996 	512 	7 	7452 	1001 	7 	105 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:25  	19998 	512 	7 	7452 	1000 	7 	106 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:26  	19997 	512 	7 	7453 	1002 	7 	106 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:27  	19998 	512 	7 	7453 	1004 	7 	106 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:28  	19994 	512 	7 	7454 	1000 	7 	106 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:29  	19997 	512 	7 	7453 	1003 	7 	107 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:30  	19995 	512 	7 	7453 	1001 	7 	107 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:31  	19997 	512 	7 	7453 	1002 	7 	107 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:32  	19997 	512 	7 	7455 	1001 	7 	108 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:33  	19997 	512 	7 	7455 	1002 	7 	108 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:34  	19995 	512 	7 	7455 	999 	7 	108 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:35  	19995 	512 	7 	7454 	1005 	7 	108 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:36  	19997 	512 	7 	7456 	1003 	7 	109 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:38  	19995 	512 	7 	7458 	998 	7 	109 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:39  	19995 	512 	7 	7456 	1001 	7 	109 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:40  	19996 	512 	7 	7457 	1003 	7 	110 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:41  	19997 	512 	7 	7458 	1003 	7 	110 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:42  	19995 	512 	7 	7458 	1002 	7 	110 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:43  	19997 	512 	7 	7461 	1003 	7 	111 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:44  	19997 	512 	7 	7459 	1004 	7 	111 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:6:45  	19996 	512 	7 	7459 	999 	7 	111 	37 	-99 	0 	0 	0 	0 	0 	0 	0 	0
