==Items==
Type:LiPo  	Cells:2S  	Mode:Cycle  	DMode:Inter 	CC:1000mA 	CV:4180mV 
DC:1000mA  	DV:3200mV  	PeakV:5mV  	Cyc:5  	Waste:5Min  	InMax:49V  	eLoad:30W
==Data==
Time(h/m/s) 	Vin(mv)  	Iin(mA) 	Power-in(W) 	Vout(mv)  	Iout(mA)  	Power-ch(W) 	Capa(mah)  	inTmp(C)  	exttmp(C)   	B1(mv)  	B2(mv)  	B3(mv)  	B4(mv)  	B5(mv)  	B6(mv)  	B7(mv)  	B8(mv)
0:21:30  	20037 	247 	2 	8360 	265 	2 	164 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:21:31  	20038 	253 	2 	8360 	263 	2 	164 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:21:32  	20039 	238 	2 	8359 	264 	2 	164 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:21:33  	20040 	220 	2 	8359 	263 	2 	164 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:21:34  	20038 	220 	2 	8360 	260 	2 	164 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:21:35  	20038 	229 	2 	8361 	266 	2 	164 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:21:36  	20039 	233 	2 	8359 	264 	2 	164 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:21:37  	20039 	252 	2 	8361 	265 	2 	164 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:21:38  	20039 	219 	2 	8358 	261 	2 	164 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:21:39  	20039 	219 	2 	8358 	263 	2 	164 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:21:40  	20038 	238 	2 	8359 	262 	2 	164 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:21:41  	20039 	221 	2 	8361 	267 	2 	164 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:21:42  	20039 	219 	2 	8360 	262 	2 	164 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:21:43  	20040 	256 	2 	8360 	263 	2 	164 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:21:44  	20039 	247 	2 	8359 	263 	2 	165 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:21:45  	20038 	219 	2 	8364 	261 	2 	165 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:21:46  	20039 	238 	2 	8360 	264 	2 	165 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:21:47  	20040 	219 	2 	8362 	258 	2 	165 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:21:48  	20040 	219 	2 	8359 	260 	2 	165 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:21:49  	20039 	229 	2 	8360 	261 	2 	165 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:21:50  	20039 	221 	2 	8359 	263 	2 	165 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:21:51  	20039 	223 	2 	8360 	263 	2 	165 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:21:52  	20040 	256 	2 	8359 	260 	2 	165 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:21:53  	20040 	219 	2 	8360 	258 	2 	165 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:21:54  	20040 	242 	2 	8360 	260 	2 	165 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:21:55  	20040 	256 	2 	8361 	262 	2 	165 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:21:56  	20040 	226 	2 	8359 	262 	2 	165 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:21:57  	20038 	243 	2 	8360 	259 	2 	166 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:21:58  	20040 	221 	2 	8360 	259 	2 	166 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:21:59  	20037 	256 	2 	8359 	259 	2 	166 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:22:0  	20040 	235 	2 	8360 	256 	2 	166 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:22:1  	20039 	223 	2 	8358 	254 	2 	166 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:22:2  	20040 	255 	2 	8359 	260 	2 	166 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:22:3  	20040 	256 	2 	8361 	258 	2 	166 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:22:4  	20038 	256 	2 	8359 	259 	2 	166 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:22:5  	20038 	242 	2 	8360 	258 	2 	166 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:22:6  	20038 	255 	2 	8360 	260 	2 	166 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:22:7  	20038 	240 	2 	8361 	257 	2 	166 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:22:8  	20039 	219 	2 	8360 	258 	2 	166 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:22:10  	20038 	255 	2 	8360 	261 	2 	166 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:22:11  	20038 	242 	2 	8360 	259 	2 	166 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:22:12  	20038 	254 	2 	8361 	260 	2 	167 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
0:22:13  	20039 	256 	2 	8361 	259 	2 	167 	36 	-99 	0 	0 	0 	0 	0 	0 	0 	0
